qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,ara-Arab-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,ara-Arab-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,ara-Arab-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,ara-Arab-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:16:422:3:35247,35247,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35247,Tall Sebaal,تل سبعل,LB35247,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35249,35249,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35249,Aabboudiyeh,العبودية,LB35249,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35251,35251,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35251,Mighraq Aakkar,المغراق,LB35251,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35253,35253,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35253,Hokr Ed-Dahri,حكر الضاهري,LB35253,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35255,35255,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35255,Marlaya Melhem,مار ليا ملحم,LB35255,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35257,35257,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35257,Kharnoubet Aakkar,الخرنوبه,LB35257,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35259,35259,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35259,Semmaqli,سمقالي,LB35259,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35261,35261,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35261,Mqaiteaa,المقيطع,LB35261,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35263,35263,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35263,Janine,جنين,LB35263,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35265,35265,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35265,Aamaret Aakkar,عماره,LB35265,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35267,35267,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35267,Cheikh Zennad,الشيخ زناد,LB35267,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35269,35269,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35269,Qoubber Chamra,قبة شمرا,LB35269,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35271,35271,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35271,Sammaqiyeh,السماقية,LB35271,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35273,35273,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35273,AAridet Cheikh Zennad,العريضة,LB35273,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35275,35275,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35275,Bebnine,ببنين,LB35275,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35277,35277,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35277,Mhammaret,المحمرة,LB35277,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35281,35281,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35281,Rmoul,رمول,LB35281,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35311,35311,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35311,Sayssouq,سيسوق,LB35311,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35314,35314,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35314,Berqayel,برقايل,LB35314,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35316,35316,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35316,Bzal,بزال,LB35316,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35317,35317,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35317,Qloud El-Baqieh,قلود الباقية,LB35317,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35318,35318,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35318,Dinbou,دنبو عين الذهب,LB35318,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35320,35320,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35320,Chane,شان,LB35320,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35321,35321,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35321,Beit Younes,بيت يونس,LB35321,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35322,35322,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35322,Houaich,الحويش,LB35322,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35324,35324,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35324,Sfaynet El-Qaitaa,سفينة القيطع,LB35324,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35325,35325,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35325,Qabaait,قبعيت,LB35325,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35326,35326,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35326,Habchit,حبشيت,LB35326,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35327,35327,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35327,Sadaqa,صدقة,LB35327,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35328,35328,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35328,Hrar,حرار,LB35328,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35330,35330,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35330,Khreibet Aakkar,الخريبة,LB35330,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35331,35331,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35331,Hmaireh Aakkar,الحميرة,LB35331,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35334,35334,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35334,Qraiyat,القريات,LB35334,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35337,35337,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35337,Beit Ayoub,بيت ايوب,LB35337,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35341,35341,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35341,Qardaf,القرقف,LB35341,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35344,35344,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35344,Jdeidet El-Qaitaa,جديدة القيطع,LB35344,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35347,35347,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35347,Aayoun El-Ghizlane,عيون الغزلان,LB35347,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35351,35351,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35351,Michmich Aakkar,مشمش,LB35351,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35352,35352,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35352,Qornet Aakkar,القرنة,LB35352,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35353,35353,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35353,Fnaydeq,النبي خالد,LB35353,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35354,35354,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35354,Majdala,مجدلا,LB35354,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35356,35356,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35356,Tshea,تاشع,LB35356,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35357,35357,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35357,Rahbeh,رحبة,LB35357,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35364,35364,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35364,Ouadi El-Jamous,وادي الجاموس,LB35364,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35367,35367,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35367,Beit El-Haouch,بيت الحوش,LB35367,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35371,35371,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35371,Menneaa,ممنع,LB35371,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35402,35402,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35402,Cheikhlar,شيخلار,LB35402,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35404,35404,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35404,Rmah,رماح النهريه,LB35404,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35406,35406,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35406,Kfar Noun,كفرنون,LB35406,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35408,35408,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35408,Bardeh,بردي,LB35408,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35410,35410,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35410,Khirbet Er Remmane,خربة الرمان,LB35410,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35411,35411,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35411,Sindianet Zeidane,سنديانة زيدان,LB35411,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35412,35412,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35412,Fraydes Aakkar,فريديس,LB35412,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35414,35414,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35414,Mounjez,منجز,LB35414,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35415,35415,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35415,Qsair Aakkar,القصير,LB35415,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35416,35416,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35416,Biret Aakkar,البيره عكار,LB35416,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35417,35417,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35417,Khirbet Daoud Aakkar,خربة داوود,LB35417,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35419,35419,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35419,Daghleh,الدغلة,LB35419,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35420,35420,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35420,Aaouaainat Aakkar,العوينات,LB35420,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35421,35421,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35421,Aamriyet Aakkar,العمارية,LB35421,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35423,35423,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35423,Kafr,كفر الفتوح,LB35423,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35425,35425,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35425,Bsatine Aakkar,فسقين و عين اشما,LB35425,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35427,35427,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35427,Aain Ez-Zeit,عين الزيت,LB35427,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35429,35429,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35429,Kouachra,الكواشرة,LB35429,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35430,35430,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35430,Khalsa,خالصة,LB35430,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35431,35431,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35431,Khirbet Char,خربة شار,LB35431,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35432,35432,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35432,Dibbabiyeh,دبابية,LB35432,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35433,35433,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35433,Berbara Aakkar,برباره,LB35433,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35435,35435,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35435,Aain Tinta,عين تنتا,LB35435,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35437,35437,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35437,Machta Hammoud,مشتى حمود,LB35437,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35439,35439,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35439,Baghdadi,دوسة بغدادي,LB35439,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35441,35441,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35441,Deir Jannine,دير جنين,LB35441,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35443,35443,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35443,Douair Aadouiyeh,دوير عدويه,LB35443,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35445,35445,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35445,Noura Et-Tahta,نورا التحتا,LB35445,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35447,35447,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35447,Sfinet Ed-Draib,سفينة الدريب,LB35447,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35449,35449,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35449,Aamaret El-Baykat,عمار البيكات,LB35449,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35451,35451,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35451,Msalla,مصلا,LB35451,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35453,35453,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35453,Qachlaq,قشلق,LB35453,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35455,35455,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35455,Ouadi El-Haour,وادي الحور,LB35455,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35457,35457,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35457,Charbila,شربيلا,LB35457,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35459,35459,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35459,Tleil,التليل,LB35459,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35461,35461,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35461,Mzeihmeh,مزيحمة,LB35461,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35463,35463,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35463,Haytla,هيتلا,LB35463,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35465,35465,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35465,Knisseh,كنيسة,LB35465,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35467,35467,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35467,Rihaniyet Aakkar,الريحانية,LB35467,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35469,35469,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35469,Saidnaya,السنديانة,LB35469,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35470,35470,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35470,Hmaiss Aakkar,حميص,LB35470,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35471,35471,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35471,Srar,سرار,LB35471,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35475,35475,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35475,Ghazayleh,الغزيله,LB35475,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35484,35484,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35484,Aarmeh,عرمه,LB35484,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35486,35486,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35486,Mazraat En-Nahriyeh,النهريه ,LB35486,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35487,35487,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35487,Qbaiyat Aakkar,القبيات,LB35487,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35498,35498,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35498,Aandqet,عندقت,LB35498,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35511,35511,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35511,Dayret Nahr El-Kabir,دائرة النهر الكبير,LB35511,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35512,35512,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35512,Aamayer,العماير,LB35512,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35514,35514,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35514,Hnaider,حنيدر,LB35514,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35515,35515,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35515,Kneisset Hnaider,كنيسة هنيدر,LB35515,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35516,35516,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35516,Mazareaa Jabal Akroum,اكروم,LB35516,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35518,35518,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35518,Qarha Aakkar,قرحه عكار,LB35518,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36110,36110,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36110,Mchaa Ej-Jibbé,مشاع الجبه,LB36110,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
