#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:16:422:3:26231,26231,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26231,Mchaneh,مشان,LB26231,Mchaneh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26233,26233,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26233,Lehfed,لحفد,LB26233,Lehfed,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26234,26234,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26234,Habil,هابيل,LB26234,Habil,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26236,26236,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26236,Jouret El-Qattine,جورة القطين,LB26236,Jouret El-Qattine,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26237,26237,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26237,Birket Hjoula,بركة حجولا,LB26237,Birket Hjoula,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26239,26239,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26239,Adonis Jbayl,ادونيس,LB26239,Adonis Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26241,26241,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26241,Ras Osta,راس اسطا,LB26241,Ras Osta,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26243,26243,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26243,Bichtlida,بشتليدا,LB26243,Bichtlida,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26244,26244,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26244,Bchille Jbayl,بشلّلي,LB26244,Bchille Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26246,26246,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26246,Zibdine Jbayl,زبدين,LB26246,Zibdine Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26247,26247,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26247,Haqel,حقل,LB26247,Haqel,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26249,26249,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26249,Kharbet Jbayl,خاربة جبيل,LB26249,Kharbet Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26251,26251,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26251,Qottara Jbayl,قطارة,LB26251,Qottara Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26253,26253,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26253,Brayj Jbayl,بريج,LB26253,Brayj Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26254,26254,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26254,Sebrine,سربين,LB26254,Sebrine,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26256,26256,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26256,Aabaydat,عبيدات,LB26256,Aabaydat,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26257,26257,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26257,Mayfouq,ميفوق,LB26257,Mayfouq,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26259,26259,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26259,Behdaydat,بحديدات,LB26259,Behdaydat,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26261,26261,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26261,Ramout,الراموط,LB26261,Ramout,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26263,26263,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26263,Saqiet El-Khayt,ساقية الخيط,LB26263,Saqiet El-Khayt,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26264,26264,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26264,Kfar Qouas,كفر قواص,LB26264,Kfar Qouas,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26266,26266,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26266,Fatre,فتري,LB26266,Fatre,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26267,26267,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26267,Kfoun,كفون,LB26267,Kfoun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26269,26269,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26269,Bintaael,بنتاعل,LB26269,Bintaael,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26271,26271,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26271,Beit Habbaq,بيت حبّاق,LB26271,Beit Habbaq,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26273,26273,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26273,Kafr,كفر الفتوح,LB26273,Kafr,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26274,26274,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26274,Jlisseh,جليسه,LB26274,Jlisseh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26276,26276,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26276,Bejjeh,بجه,LB26276,Bejjeh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26277,26277,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26277,Ghalboun,غلبون,LB26277,Ghalboun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26279,26279,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26279,Chamate,شامات,LB26279,Chamate,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26281,26281,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26281,Hbaline,حبالين,LB26281,Hbaline,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26283,26283,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26283,Bmehrayn,بمهرين,LB26283,Bmehrayn,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26284,26284,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26284,Hboub,حبوب,LB26284,Hboub,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26286,26286,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26286,Hsarat,حصارات,LB26286,Hsarat,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26287,26287,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26287,Kfar Mashoun,كفر مسحون,LB26287,Kfar Mashoun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26289,26289,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26289,Aain Kfaa,عين كفاع,LB26289,Aain Kfaa,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26291,26291,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26291,Ghofrine,غرفين,LB26291,Ghofrine,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26293,26293,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26293,Maad,معاد,LB26293,Maad,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26294,26294,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26294,Gharzouz,غرزوز,LB26294,Gharzouz,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26295,26295,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26295,Chikhane,شيخان,LB26295,Chikhane,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26296,26296,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26296,Chmout,شموت,LB26296,Chmout,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26297,26297,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26297,Bekhaaz,بخعاز,LB26297,Bekhaaz,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26298,26298,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26298,Fghal,فغال,LB26298,Fghal,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26299,26299,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26299,Bayzoun,بزيون,LB26299,Bayzoun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26311,26311,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26311,Qartaba,قرطبا,LB26311,Qartaba,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26314,26314,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26314,Mar Sarkis,دير مار سركيس,LB26314,Mar Sarkis,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26317,26317,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26317,Aain El-Ghouaybeh,عين الغويبة,LB26317,Aain El-Ghouaybeh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26321,26321,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26321,Mazraat Es Siyad,مزرعة السياد,LB26321,Mazraat Es Siyad,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26324,26324,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26324,Hdeine,هدينة,LB26324,Hdeine,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26327,26327,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26327,Janneh,جنة,LB26327,Janneh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26331,26331,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26331,Lassa,لاسا,LB26331,Lassa,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26334,26334,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26334,Seraaiita,سرعيتا,LB26334,Seraaiita,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26337,26337,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26337,Ghabat,غابات,LB26337,Ghabat,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26341,26341,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26341,Mghayreh Jbeil,مغيره,LB26341,Mghayreh Jbeil,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26344,26344,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26344,Tadmor,تدمر,LB26344,Tadmor,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26347,26347,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26347,Yanouh Jbayl,يانوح,LB26347,Yanouh Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26351,26351,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26351,Qorqraiya,قرقريا,LB26351,Qorqraiya,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26354,26354,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26354,Boulhos,بلحص,LB26354,Boulhos,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26357,26357,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26357,Majdel El-Aqoura,المجدل,LB26357,Majdel El-Aqoura,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26361,26361,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26361,Laqlouq,اللقلوق,LB26361,Laqlouq,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26364,26364,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26364,Afqa Jbayl,افقا,LB26364,Afqa Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26367,26367,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26367,Qahmez,قهمز,LB26367,Qahmez,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26371,26371,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26371,Aaqoura,عاقورة,LB26371,Aaqoura,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26374,26374,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26374,Aarab El-Lahib,عرب اللهيب,LB26374,Aarab El-Lahib,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26377,26377,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26377,Saqi Richmaya,سقي رشميا,LB26377,Saqi Richmaya,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26381,26381,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26381,Jaj,جاج,LB26381,Jaj,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26384,26384,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26384,Tartij,ترتج,LB26384,Tartij,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26388,26388,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26388,Hema Mar Maroun Aannaya,حمى مار مارون عنَايا,LB26388,Hema Mar Maroun Aannaya,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26390,26390,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26390,Hema Er-Rehban,حمى الرهبان,LB26390,Hema Er-Rehban,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26392,26392,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26392,Aarasta,عرستا,LB26392,Aarasta,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31111,31111,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31111,Trablous Ez-Zeitoun,طرابلس الزيتون,LB31111,Trablous Ez-Zeitoun,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31116,31116,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31116,"Trablous El-Haddadine, El-Hadid, El-Mharta",الحدادين,LB31116,"Trablous El-Haddadine, El-Hadid, El-Mharta",,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31121,31121,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31121,Trablous Et-Tell,التل,LB31121,Trablous Et-Tell,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31126,31126,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31126,Trablous En-Nouri,النوري,LB31126,Trablous En-Nouri,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31131,31131,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31131,Trablous El Mhatra,المهاترة,LB31131,Trablous El Mhatra,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31136,31136,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31136,Trablous Er-Remmaneh,الرمانة,LB31136,Trablous Er-Remmaneh,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31141,31141,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31141,Trablous Es-Souayqa,السويقة,LB31141,Trablous Es-Souayqa,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31146,31146,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31146,Trablous El Hadid,الحديد,LB31146,Trablous El Hadid,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31151,31151,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31151,Trablous El-Qobbe,القبة,LB31151,Trablous El-Qobbe,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31156,31156,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31156,Trablous Ez-Zahrieh,الزاهرية,LB31156,Trablous Ez-Zahrieh,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31161,31161,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31161,Trablous et Tabbaneh,التبانة,LB31161,Trablous et Tabbaneh,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31166,31166,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31166,Trablous jardins,بساتين طرابلس,LB31166,Trablous jardins,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31171,31171,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31171,Mina N:1,مينا طرابلس 1,LB31171,Mina N 1,,,,,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
